carat,cut,color,clarity,depth,table,x,y,z,price
0.53,Premium,E,SI2,60.5,60.0,5.21,5.24,3.16,1141
0.8,Ideal,E,SI1,61.9,55.0,5.94,5.98,3.69,4125
0.43,Premium,F,VS2,59.8,58.0,4.89,4.94,2.94,905
1.01,Very Good,H,SI1,62.5,58.0,6.37,6.42,4.0,4052
0.31,Very Good,E,SI1,63.1,57.0,4.35,4.3,2.73,698
0.5,Fair,G,VS1,65.7,63.0,4.97,4.87,3.23,1257
1.26,Premium,I,VS2,61.0,59.0,6.97,6.91,4.23,5983
0.91,Very Good,D,SI1,62.0,59.0,6.19,6.16,3.83,5342
1.08,Ideal,H,VS2,61.8,56.0,6.59,6.55,4.06,5625
1.01,Good,G,VVS1,63.1,59.0,6.33,6.42,4.02,7279
0.44,Premium,D,SI1,61.9,59.0,4.9,4.86,3.02,1089
0.71,Very Good,H,VS1,63.9,60.0,5.54,5.6,3.56,2562
0.27,Good,E,VS1,57.5,63.0,4.24,4.28,2.45,377
0.6,Very Good,E,SI2,62.8,56.0,5.41,5.45,3.41,1385
0.44,Ideal,E,VS2,61.5,56.0,4.9,4.92,3.02,1003
0.3,Ideal,E,IF,61.7,55.0,4.31,4.34,2.67,943
1.01,Premium,D,SI2,60.8,61.0,6.5,6.45,3.94,4338
0.82,Premium,E,SI1,62.5,56.0,6.01,5.96,3.74,3295
0.7,Good,E,SI1,63.3,60.0,5.56,5.59,3.53,2569
0.36,Ideal,H,VVS1,62.0,54.0,4.59,4.61,2.85,783
1.22,Very Good,G,SI2,63.2,58.0,6.82,6.76,4.29,6409
0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,2123
0.42,Ideal,E,VS2,61.7,56.0,4.82,4.8,2.97,1024
1.01,Premium,D,SI1,62.7,58.0,6.38,6.34,3.99,4909
0.74,Fair,E,SI2,66.7,62.0,5.49,5.43,3.64,2617
1.0,Very Good,F,SI1,63.3,58.0,6.34,6.36,4.02,5521
1.04,Fair,G,VS1,64.9,58.0,6.36,6.33,4.12,5633
0.32,Very Good,H,SI1,63.4,55.0,4.38,4.36,2.77,591
0.33,Ideal,G,VS1,62.1,56.0,4.4,4.42,2.74,666
0.4,Ideal,F,IF,62.3,57.0,4.69,4.71,2.93,1292
2.27,Premium,J,VS1,62.4,58.0,8.36,8.41,5.23,16994
0.31,Ideal,G,IF,61.9,55.0,4.35,4.38,2.7,891
0.33,Ideal,D,VVS1,61.0,55.0,4.52,4.47,2.74,1176
1.22,Very Good,H,SI2,62.9,59.0,6.66,6.76,4.22,5233
0.3,Ideal,H,VS2,62.3,57.0,4.25,4.29,2.66,491
0.38,Ideal,G,SI1,61.5,55.0,4.66,4.68,2.87,695
0.31,Good,F,VS1,63.9,55.0,4.27,4.3,2.74,607
0.54,Very Good,G,VS1,64.0,59.5,5.12,5.17,3.3,1563
0.55,Very Good,F,VS2,62.5,62.0,5.2,5.24,3.26,1599
0.33,Premium,D,SI1,60.3,58.0,4.49,4.47,2.7,780
1.0,Premium,F,SI1,61.4,62.0,6.36,6.32,3.89,4939
2.04,Ideal,H,SI2,61.2,56.0,8.19,8.25,5.03,15874
0.52,Ideal,F,VVS1,62.0,54.0,5.16,5.19,3.2,2388
1.8,Premium,J,VS1,58.2,61.0,8.07,7.95,4.66,11329
0.26,Ideal,F,VS1,62.1,54.0,4.12,4.13,2.56,618
0.3,Ideal,D,VVS1,62.2,57.0,4.3,4.35,2.69,866
0.35,Premium,G,VVS2,62.4,56.0,4.53,4.47,2.81,1024
0.38,Ideal,I,VS1,61.5,55.1,4.66,4.7,2.88,703
0.71,Ideal,E,SI2,62.6,55.0,5.72,5.68,3.57,1991
0.3,Ideal,E,VS2,62.6,54.0,4.31,4.28,2.69,844
0.24,Very Good,E,VVS2,62.9,57.0,3.96,3.99,2.5,485
0.72,Premium,E,SI1,60.9,60.0,5.78,5.74,3.51,2863
2.08,Premium,I,VS2,58.9,61.0,8.36,8.35,4.92,18447
1.11,Premium,F,SI2,62.1,58.0,6.63,6.51,4.1,4283
0.35,Ideal,I,SI2,61.6,55.0,4.62,4.53,2.82,580
0.4,Ideal,F,VVS1,61.3,56.0,4.76,4.73,2.91,1323
0.65,Very Good,I,VVS2,61.3,59.3,5.52,5.59,3.4,1828
1.06,Premium,F,SI2,62.0,59.0,6.57,6.52,4.06,4656
1.54,Ideal,I,VS2,61.9,55.8,7.38,7.43,4.58,9998
1.03,Ideal,G,VS1,61.7,56.0,6.47,6.53,4.01,7587
1.51,Premium,F,SI1,60.9,59.0,7.42,7.33,4.49,8828
0.32,Ideal,G,IF,62.0,54.0,4.42,4.45,2.75,918
0.4,Premium,G,VS2,61.9,58.0,4.76,4.74,2.94,966
1.0,Premium,F,VS2,62.5,54.0,6.33,6.3,3.95,6154
0.9,Very Good,H,VS1,63.2,59.0,6.08,6.11,3.85,4324
1.05,Premium,F,SI2,61.1,59.0,6.54,6.61,4.02,3672
1.06,Very Good,E,VS1,63.0,58.0,6.46,6.49,4.08,7900
1.65,Ideal,I,SI1,61.7,55.0,7.6,7.63,4.7,10365
0.52,Ideal,E,VS2,61.8,55.0,5.19,5.17,3.2,1815
0.32,Ideal,H,VS2,61.5,57.0,4.41,4.45,2.72,534
2.16,Very Good,J,SI1,61.4,58.0,8.29,8.31,5.1,14715
1.01,Premium,G,VS1,60.8,58.0,6.44,6.51,3.94,6499
0.3,Premium,I,VVS2,61.9,61.0,4.32,4.28,2.66,675
1.02,Premium,J,SI2,62.6,60.0,6.42,6.39,4.01,3599
0.5,Premium,E,SI2,62.4,59.0,5.09,5.0,3.15,1097
0.9,Premium,G,SI1,62.6,62.0,6.08,6.06,3.8,3669
0.61,Ideal,D,SI1,62.1,55.0,5.42,5.43,3.37,1752
0.31,Ideal,I,IF,62.2,54.0,4.36,4.39,2.72,652
0.31,Ideal,G,SI2,60.5,57.0,4.36,4.4,2.65,408
0.41,Very Good,F,VS1,62.1,60.0,4.72,4.75,2.94,889
1.02,Ideal,D,SI2,61.4,56.0,6.42,6.57,3.99,4946
1.01,Ideal,G,SI1,61.4,55.0,6.46,6.5,3.98,4653
1.1,Very Good,F,SI1,60.5,60.0,6.65,6.67,4.03,5667
0.9,Very Good,F,SI1,62.5,62.0,6.08,6.11,3.81,3950
1.28,Premium,I,VS2,62.5,61.0,6.89,6.86,4.3,6451
0.58,Premium,D,VS1,59.2,60.0,5.46,5.41,3.22,2401
0.31,Good,G,IF,63.9,58.0,4.3,4.27,2.74,988
0.9,Premium,D,VVS1,61.3,59.0,6.18,6.12,3.77,7711
1.22,Premium,I,SI1,61.2,59.0,6.86,6.9,4.21,5368
1.02,Very Good,G,VS2,63.2,57.0,6.41,6.38,4.04,6169
0.3,Very Good,D,VVS2,63.2,55.0,4.27,4.3,2.71,754
0.3,Ideal,F,VVS1,61.7,56.0,4.33,4.35,2.68,857
1.0,Premium,D,VS1,62.1,55.0,6.41,6.34,3.96,7812
0.35,Ideal,E,VS1,61.5,57.0,4.55,4.52,2.79,921
1.0,Very Good,E,SI2,62.8,59.0,6.3,6.34,3.97,4125
0.76,Ideal,G,VS1,59.4,57.0,5.99,6.03,3.57,2972
0.41,Premium,E,SI2,62.9,58.0,4.77,4.74,2.99,876
1.34,Fair,G,SI2,64.7,55.0,7.03,6.97,4.53,5106
0.43,Premium,D,VS2,59.7,59.0,4.89,4.93,2.93,901
0.38,Ideal,E,SI1,60.7,56.0,4.69,4.73,2.86,680
0.46,Very Good,F,VVS1,61.4,57.0,4.95,4.99,3.05,1657
0.55,Ideal,H,SI1,62.1,56.0,5.2,5.26,3.25,1319
0.33,Premium,J,VS2,59.6,61.0,4.53,4.49,2.69,450
0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,1395
0.75,Very Good,F,SI2,58.6,60.0,5.99,6.03,3.52,2111
0.9,Very Good,F,VS2,62.7,62.0,6.11,6.17,3.85,4124
0.3,Premium,G,VVS1,60.7,58.0,4.34,4.36,2.64,789
0.33,Good,G,VS1,63.1,57.0,4.38,4.4,2.77,666
0.9,Very Good,F,SI1,58.0,63.0,6.33,6.25,3.65,4435
0.52,Very Good,I,VS1,61.5,56.3,5.16,5.19,3.18,1262
1.01,Fair,G,VS1,66.8,61.0,6.15,6.06,4.08,4864
0.4,Good,E,SI1,63.9,58.0,4.67,4.63,2.97,882
0.51,Premium,G,VS2,62.4,57.0,5.11,5.09,3.18,1546
0.41,Ideal,D,VVS2,62.1,56.0,4.76,4.78,2.96,1295
1.0,Premium,F,I1,62.4,59.0,6.34,6.38,3.97,3344
1.5,Fair,F,VVS2,64.7,53.0,7.22,7.15,4.65,16364
0.72,Premium,F,SI1,62.6,59.0,5.74,5.69,3.58,2318
0.73,Very Good,E,SI1,63.2,58.0,5.76,5.7,3.62,2821
0.75,Very Good,G,VS2,63.4,56.0,5.78,5.74,3.65,2808
0.31,Ideal,D,VS2,62.1,54.0,4.36,4.4,2.72,626
0.42,Ideal,H,VS1,61.8,55.0,4.82,4.85,2.99,830
0.3,Very Good,E,SI1,62.9,57.0,4.27,4.32,2.7,526
2.01,Ideal,G,VS2,61.4,54.0,8.16,8.09,4.99,18607
0.25,Premium,E,VVS2,62.0,59.0,4.05,4.08,2.52,576
0.72,Good,E,SI1,63.9,58.0,5.72,5.64,3.63,2305
1.02,Ideal,G,VS2,61.9,53.0,6.5,6.48,4.02,6169
1.02,Premium,E,SI2,60.5,58.0,6.58,6.54,3.97,4478
0.34,Very Good,D,VS2,60.0,59.0,4.5,4.56,2.72,730
0.9,Good,D,VVS1,62.9,58.0,6.01,6.1,3.81,8239
0.25,Ideal,I,VVS1,61.9,55.0,4.07,4.1,2.53,421
1.01,Ideal,F,SI1,62.0,56.0,6.41,6.46,3.99,6907
0.33,Premium,G,VS2,62.1,56.0,4.44,4.41,2.75,743
0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,878
0.38,Good,D,VS2,64.1,55.0,4.58,4.62,2.95,809
2.0,Premium,H,SI2,62.7,58.0,8.06,8.01,5.04,12168
0.55,Very Good,E,VS2,61.0,59.0,5.31,5.34,2.25,1831
1.02,Premium,F,SI1,62.9,55.0,6.47,6.41,4.05,5484
0.31,Ideal,F,VVS1,61.9,55.0,4.42,4.37,2.72,1028
1.7,Very Good,H,VVS2,63.2,56.0,7.59,7.56,4.79,11133
0.34,Premium,F,SI1,59.8,58.0,4.57,4.53,2.72,727
0.71,Ideal,G,VS1,61.6,55.0,5.71,5.75,3.53,3431
1.11,Premium,F,VS2,63.0,56.0,6.62,6.49,4.15,6589
1.01,Very Good,G,VVS2,61.3,61.0,6.32,6.47,3.92,6354
1.02,Ideal,G,SI1,62.8,57.0,6.38,6.35,4.0,5055
1.1,Ideal,G,VS1,61.3,57.0,6.59,6.66,4.06,7550
0.36,Premium,J,SI1,61.3,60.0,4.52,4.59,2.79,421
0.51,Good,F,VS2,63.2,56.5,5.05,5.08,3.2,1569
2.13,Very Good,J,SI1,62.8,58.0,8.13,8.17,5.12,13996
1.16,Ideal,G,SI2,61.5,54.0,6.78,6.75,4.16,5301
0.77,Premium,G,VS2,61.3,60.0,5.91,5.81,3.59,2846
1.0,Very Good,F,VS1,58.4,63.0,6.58,6.47,3.81,6098
0.7,Ideal,G,SI1,60.9,57.0,5.77,5.79,3.52,2394
0.37,Ideal,G,VS1,61.0,55.0,4.66,4.68,2.85,810
1.54,Premium,H,VS2,61.0,60.0,7.46,7.42,4.54,11177
0.72,Ideal,E,SI1,62.9,54.0,5.76,5.72,3.61,2590
0.96,Fair,F,I1,62.9,66.0,6.29,6.07,3.91,1917
0.39,Premium,G,SI1,61.7,57.0,4.77,4.7,2.92,854
0.36,Premium,D,SI2,61.5,60.0,4.6,4.54,2.81,689
1.01,Premium,H,VS2,60.7,61.0,6.47,6.39,3.9,4921
1.12,Ideal,H,VS1,61.9,57.0,6.66,6.69,4.13,6309
1.5,Good,I,VVS2,65.4,59.0,7.09,7.14,4.65,8732
0.53,Very Good,G,SI2,63.4,55.0,5.1,5.19,3.26,1079
1.5,Fair,H,VS1,61.7,60.0,7.37,7.27,4.52,11007
0.32,Premium,D,VVS2,61.5,60.0,4.41,4.37,2.7,990
0.7,Ideal,G,SI1,62.7,57.0,5.69,5.64,3.55,2352
0.9,Very Good,J,VS1,60.4,58.0,6.22,6.27,3.77,3358
0.36,Ideal,D,VS2,61.0,56.0,4.59,4.63,2.81,852
0.51,Ideal,E,VS1,61.8,55.0,5.15,5.18,3.19,1697
0.32,Ideal,F,VS1,61.7,56.0,4.39,4.42,2.72,716
1.01,Very Good,F,VS2,63.5,58.0,6.35,6.32,4.02,5650
0.7,Premium,H,VVS2,62.1,58.0,5.71,5.66,3.53,2536
0.33,Ideal,G,VVS1,60.8,56.0,4.46,4.42,2.7,1114
0.3,Very Good,E,VVS1,62.1,57.0,4.27,4.3,2.66,862
2.54,Premium,H,SI2,61.3,58.0,8.8,8.7,5.36,14717
0.33,Ideal,H,IF,61.1,56.0,4.47,4.5,2.74,838
1.26,Premium,J,SI1,61.8,58.0,6.91,6.88,4.26,5080
0.51,Ideal,E,SI1,62.0,55.0,5.12,5.14,3.18,1343
0.39,Very Good,J,VVS1,61.8,56.0,4.64,4.71,2.89,718
0.53,Premium,D,VS2,60.4,58.0,5.23,5.26,3.17,1857
0.35,Ideal,F,IF,60.7,57.0,4.6,4.56,2.78,1073
0.62,Ideal,I,SI2,62.5,55.0,5.45,5.49,3.42,1161
1.01,Very Good,E,VS2,60.4,60.0,6.47,6.44,3.9,7094
0.4,Very Good,E,VS2,61.2,60.0,4.79,4.68,2.9,912
1.63,Ideal,H,SI1,61.8,57.0,7.5,7.54,4.64,12910
1.08,Ideal,H,SI2,61.4,57.0,6.66,6.6,4.07,5141
1.5,Premium,G,SI2,60.7,58.0,7.39,7.33,4.47,8316
0.53,Very Good,J,SI1,62.7,54.0,5.17,5.23,3.26,1014
0.34,Premium,I,VVS2,61.5,60.0,4.45,4.49,2.75,596
0.53,Ideal,G,VVS2,60.0,57.0,5.27,5.29,3.17,1865
0.34,Ideal,H,VVS2,61.1,56.0,4.52,4.55,2.77,852
1.01,Premium,F,SI1,62.5,58.0,6.42,6.39,4.0,4989
1.04,Ideal,F,VS2,61.6,56.0,6.53,6.55,4.03,8415
0.33,Ideal,G,VVS2,62.0,53.5,4.44,4.48,2.76,754
0.9,Good,E,SI2,63.4,62.0,6.0,6.02,3.81,3139
1.0,Good,G,SI2,61.4,61.0,6.32,6.35,3.89,3646
2.36,Good,J,SI2,58.9,64.0,8.75,8.68,5.14,12286
0.3,Ideal,G,VS1,61.9,56.0,4.34,4.29,2.67,776
0.32,Ideal,G,IF,61.2,57.0,4.4,4.43,2.7,954
0.3,Premium,H,SI2,60.9,59.0,4.35,4.32,2.64,473
1.8,Ideal,H,SI1,62.2,57.0,7.79,7.71,4.82,9399
0.36,Very Good,H,VVS1,62.0,55.0,4.57,4.6,2.84,753
1.2,Premium,H,SI2,62.5,58.0,6.76,6.81,4.24,5280
0.41,Ideal,H,VS1,61.1,56.0,4.83,4.86,2.96,1269
1.15,Ideal,I,SI1,61.9,56.0,6.68,6.72,4.15,6300
0.54,Ideal,E,VS2,61.8,55.0,5.26,5.24,3.24,1847
0.38,Ideal,E,VVS1,61.9,56.0,4.64,4.67,2.88,1267
1.7,Premium,I,VS2,62.7,58.0,7.57,7.52,4.73,10662
0.31,Ideal,H,VS2,63.0,57.0,4.34,4.32,2.73,628
0.41,Ideal,D,VS1,62.8,57.0,4.76,4.73,2.98,1230
1.03,Ideal,G,SI2,62.1,57.0,6.44,6.42,3.99,4470
0.23,Good,F,VS2,63.8,57.0,3.93,3.84,2.48,357
0.7,Very Good,H,VS2,62.3,56.0,5.66,5.7,3.54,2276
1.07,Very Good,H,SI1,60.4,58.0,6.67,6.73,4.05,5367
1.56,Ideal,J,VS1,62.5,56.0,7.38,7.46,4.64,8763
1.04,Premium,F,VVS2,61.6,59.0,6.53,6.49,4.01,9505
1.21,Ideal,J,SI1,61.9,57.0,6.84,6.89,4.25,4968
0.9,Very Good,H,VVS1,62.1,59.0,6.17,6.19,3.84,4664
1.14,Premium,J,SI1,62.4,59.0,6.7,6.62,4.16,3792
2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,13764
0.54,Ideal,D,SI1,60.8,57.0,5.25,5.31,3.21,1662
1.27,Very Good,J,SI1,63.2,55.0,6.89,6.87,4.35,5669
0.79,Very Good,F,VS1,61.0,55.0,6.01,6.03,3.67,3806
1.0,Premium,E,SI1,61.2,58.0,6.39,6.35,3.9,5040
0.32,Ideal,E,VS2,62.0,55.0,4.39,4.41,2.73,702
0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,2711
0.5,Very Good,E,VVS2,62.0,55.0,5.08,5.11,3.16,2105
0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,924
0.7,Ideal,I,SI1,61.8,57.0,5.67,5.72,3.52,2436
1.1,Ideal,F,IF,62.0,57.0,6.65,6.57,4.1,11233
0.4,Good,G,SI2,63.2,56.0,4.7,4.73,2.98,596
0.32,Very Good,D,VVS1,61.6,54.0,4.4,4.43,2.72,1015
2.24,Very Good,I,SI2,61.7,57.7,8.37,8.43,5.18,16558
0.32,Premium,F,VS2,60.6,59.0,4.44,4.4,2.68,828
1.04,Premium,H,SI1,60.0,58.0,6.59,6.52,3.93,3902
0.31,Ideal,D,SI1,61.5,56.0,4.33,4.35,2.67,571
1.07,Ideal,H,VS1,60.2,57.0,6.61,6.55,3.96,5063
0.37,Ideal,E,VS2,61.2,57.0,4.64,4.58,2.82,1041
0.5,Ideal,H,VS2,61.3,56.0,5.12,5.16,3.15,1349
0.32,Ideal,J,IF,62.2,55.0,4.4,4.44,2.75,533
0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,1015
0.94,Very Good,D,SI2,59.0,59.0,6.34,6.41,3.76,3862
1.02,Very Good,E,VS2,59.1,60.0,6.61,6.51,3.88,6762
0.42,Ideal,I,SI1,61.0,56.0,4.86,4.83,2.96,914
0.39,Good,F,SI1,63.6,58.0,4.65,4.6,2.94,921
0.34,Premium,G,VS2,61.2,58.0,4.5,4.46,2.74,765
0.5,Ideal,D,VS1,61.9,55.0,5.09,5.12,3.16,1937
0.72,Premium,E,SI2,61.6,59.0,5.83,5.68,3.55,2019
0.55,Ideal,F,VS1,61.4,55.0,5.24,5.28,3.23,1805
1.07,Ideal,G,SI2,62.4,57.0,6.56,6.58,4.1,4419
0.57,Premium,D,VS1,60.6,59.0,5.38,5.32,3.24,2360
1.51,Fair,H,SI1,65.8,62.0,7.1,7.06,4.66,8260
0.42,Ideal,E,VVS2,61.3,56.0,4.85,4.81,2.96,1273
0.51,Premium,G,VVS1,62.4,58.0,5.09,5.13,3.19,1925
0.56,Premium,E,SI2,62.6,59.0,5.2,5.24,3.27,1206
0.5,Very Good,E,VS2,62.1,62.0,5.08,5.1,3.16,1451
0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,794
1.5,Premium,I,SI2,60.8,58.0,7.34,7.24,4.43,7526
0.4,Premium,F,SI2,62.6,60.0,4.65,4.68,2.92,631
0.64,Fair,F,VS2,57.0,62.5,5.67,5.78,3.26,2063
0.43,Premium,G,VS2,60.8,59.0,4.91,4.86,2.97,1113
0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,2681
0.31,Ideal,D,VS2,62.1,54.0,4.41,4.35,2.72,942
0.3,Premium,D,SI1,62.0,60.0,4.26,4.29,2.65,552
0.41,Ideal,F,VS1,62.0,55.0,4.77,4.81,2.97,1007
0.5,Very Good,H,VS2,61.2,55.0,5.12,5.16,3.15,1411
1.2,Ideal,F,VS1,62.9,53.0,6.86,6.81,4.3,9032
0.45,Very Good,G,VVS1,60.0,57.0,4.99,5.02,3.0,1193
0.51,Very Good,G,SI1,62.7,59.0,5.07,5.13,3.2,1243
2.31,Very Good,I,SI1,62.5,55.0,8.43,8.5,5.29,16801
0.31,Premium,G,SI1,61.9,56.0,4.38,4.34,2.7,593
0.61,Ideal,E,VS1,62.1,57.0,5.41,5.47,3.38,2324
1.02,Fair,I,SI2,66.2,57.0,6.34,6.26,4.17,3290
1.0,Ideal,D,SI1,60.2,57.0,6.54,6.48,3.92,4861
0.9,Very Good,H,SI1,61.9,59.0,6.17,6.21,3.83,3595
1.05,Premium,D,SI1,60.5,56.0,6.7,6.59,4.0,5927
0.5,Very Good,I,SI1,63.4,62.0,5.0,4.95,3.15,1073
0.34,Ideal,D,SI1,61.2,57.0,4.48,4.51,2.75,626
1.7,Very Good,G,VVS2,61.5,60.0,7.59,7.64,4.68,17073
0.71,Very Good,D,SI1,59.4,59.0,5.78,5.81,3.44,2964
1.02,Premium,G,SI1,61.1,58.0,6.52,6.48,3.97,5255
1.23,Premium,E,VS2,58.9,59.0,7.05,6.98,4.13,9361
0.9,Good,E,SI2,61.3,61.0,6.13,6.17,3.77,3895
0.51,Ideal,E,VS2,61.5,57.0,5.12,5.09,3.14,1781
0.43,Premium,G,SI1,62.3,59.0,4.81,4.79,2.99,968
0.7,Premium,I,VS1,62.9,61.0,5.64,5.62,3.54,2234
1.14,Very Good,E,IF,63.3,57.0,6.63,6.71,4.22,12647
1.33,Premium,G,SI2,60.3,58.0,7.16,7.19,4.33,6565
0.38,Ideal,F,SI2,60.9,56.0,4.69,4.74,2.87,568
1.0,Very Good,E,SI2,62.9,60.0,6.3,6.35,3.98,4781
1.07,Very Good,G,VVS2,62.8,57.0,6.46,6.56,4.09,7975
0.3,Good,H,SI1,63.8,55.0,4.26,4.2,2.7,554
0.3,Ideal,E,VS2,61.4,59.0,4.3,4.27,2.63,911
0.3,Ideal,H,VS2,60.7,57.0,4.37,4.33,2.64,608
0.5,Ideal,H,VS1,61.4,54.0,5.13,5.16,3.16,1370
0.31,Ideal,D,VVS2,61.0,55.0,4.38,4.41,2.68,1074
1.21,Ideal,F,VS1,59.7,57.0,6.94,6.92,4.14,9335
0.31,Very Good,E,VVS1,60.4,61.0,4.34,4.4,2.64,725
2.2,Ideal,H,SI2,62.6,55.0,8.34,8.31,5.21,14408
2.01,Good,I,VS2,59.9,65.0,8.14,8.19,4.89,15587
0.71,Ideal,F,VS1,60.9,57.0,5.76,5.78,3.51,3710
0.41,Good,E,SI2,63.8,57.0,4.68,4.75,3.01,638
0.51,Very Good,E,SI1,61.2,61.0,5.13,5.16,3.15,1304
1.07,Ideal,I,VS1,62.0,57.0,6.56,6.5,4.05,5302
0.93,Premium,I,VS2,62.7,61.0,6.24,6.14,3.88,4073
0.7,Very Good,I,I1,63.2,59.0,5.62,5.59,3.54,1235
0.4,Very Good,G,SI1,62.9,57.0,4.69,4.72,2.96,699
0.53,Ideal,E,VS2,61.8,55.0,5.21,5.24,3.23,2163
0.54,Ideal,D,SI1,60.8,57.0,5.31,5.25,3.21,1786
0.51,Ideal,D,SI1,61.0,56.0,5.15,5.17,3.15,1431
0.6,Fair,E,SI2,66.5,56.0,5.31,5.21,3.5,1033
1.17,Ideal,H,IF,61.0,53.0,6.89,6.85,4.19,8266
0.7,Premium,F,VS2,62.3,58.0,5.72,5.64,3.54,2838
0.71,Premium,D,SI1,60.6,58.0,5.77,5.79,3.5,2913
1.01,Ideal,J,SI1,60.2,59.0,6.48,6.51,3.91,4194
0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,2215
0.4,Premium,G,VS2,61.9,58.0,4.74,4.76,2.94,753
0.82,Ideal,F,SI2,62.4,54.0,6.02,5.97,3.74,2824
0.33,Very Good,G,VVS1,61.2,60.0,4.42,4.44,2.71,868
0.23,Very Good,F,VS1,63.2,58.0,3.89,3.86,2.45,483
0.32,Ideal,F,VVS1,61.3,55.0,4.42,4.45,2.72,854
0.38,Ideal,F,VVS1,61.1,57.0,4.71,4.69,2.87,1160
0.82,Very Good,E,VS2,60.4,61.0,6.06,6.09,3.67,3795
0.53,Ideal,I,SI2,61.8,55.0,5.22,5.26,3.24,844
1.21,Premium,I,SI1,61.0,56.0,6.91,6.87,4.2,4404
1.06,Very Good,G,VS1,62.0,58.0,6.51,6.56,4.05,7003
0.7,Fair,H,SI1,64.8,57.0,5.49,5.59,3.59,1808
2.1,Premium,H,SI2,60.4,59.0,8.33,8.28,5.02,16629
1.55,Premium,H,VS2,60.4,60.0,7.39,7.44,4.48,11048
1.51,Very Good,G,VS1,60.2,63.0,7.39,7.36,4.44,12430
0.31,Premium,F,VS2,61.4,58.0,4.4,4.36,2.69,802
0.73,Ideal,E,SI1,59.1,59.0,5.92,5.95,3.51,2846
0.36,Premium,I,IF,59.9,59.0,4.58,4.63,2.76,758
0.5,Ideal,G,SI1,60.2,57.0,5.16,5.2,3.12,1857
1.19,Fair,H,SI1,64.4,58.0,6.69,6.64,4.29,5622
0.72,Premium,J,SI1,62.1,59.0,5.75,5.71,3.56,1987
0.39,Very Good,G,SI1,62.5,55.0,4.68,4.7,2.93,694
1.6,Ideal,G,VS2,62.2,55.0,7.5,7.46,4.65,14474
0.39,Ideal,I,IF,60.8,56.0,4.73,4.75,2.88,865
0.43,Ideal,H,SI1,62.1,57.0,4.77,4.83,2.98,669
1.21,Very Good,G,VS2,63.1,58.0,6.77,6.71,4.25,7416
0.52,Premium,E,VS2,62.3,57.0,5.17,5.1,3.2,1815
0.4,Good,J,VS1,63.2,57.0,4.7,4.73,2.98,631
0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,2291
1.61,Ideal,G,SI1,61.2,55.0,7.57,7.62,4.65,11192
0.43,Premium,D,SI1,61.0,58.0,4.88,4.83,2.96,993
0.33,Good,I,VVS2,63.7,56.0,4.36,4.4,2.79,579
0.72,Fair,H,VVS2,56.5,68.0,6.03,5.89,3.37,2608
1.05,Ideal,G,SI2,59.6,57.0,6.58,6.53,3.91,3299
1.27,Ideal,H,SI1,60.6,57.0,7.07,7.0,4.26,6785
1.1,Premium,D,SI1,58.8,61.0,6.73,6.67,3.94,5606
0.43,Ideal,H,IF,62.2,55.0,4.84,4.87,3.02,1245
0.81,Ideal,G,VVS2,61.7,55.1,5.97,6.04,3.71,4127
0.9,Good,D,SI1,61.1,62.0,6.2,6.24,3.8,4362
1.07,Premium,D,VS2,61.3,59.0,6.61,6.53,4.03,7751
0.43,Very Good,E,SI1,62.4,56.0,4.79,4.83,3.0,792
1.08,Ideal,I,SI1,61.4,57.0,6.67,6.62,4.08,4355
0.34,Ideal,H,VVS2,61.8,54.0,4.47,4.49,2.77,686
0.52,Premium,F,VS2,60.2,59.0,5.19,5.21,3.13,1451
1.28,Premium,I,VS1,61.1,61.0,7.01,6.96,4.27,6583
1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,8662
1.52,Ideal,D,VS1,61.2,57.0,7.4,7.46,4.55,17659
0.49,Very Good,G,VS2,60.1,56.0,5.13,5.15,3.09,1198
0.6,Ideal,I,SI2,61.8,55.0,5.44,5.46,3.37,1009
0.44,Premium,D,SI1,62.9,58.0,4.85,4.82,3.04,1089
0.36,Ideal,E,VS2,61.8,56.0,4.57,4.59,2.83,949
0.51,Ideal,E,VVS1,61.9,54.0,5.11,5.17,3.18,2720
1.18,Premium,G,VS2,62.3,62.0,6.72,6.69,4.18,7137
0.43,Premium,H,VS1,60.0,59.0,4.86,4.98,2.95,867
0.55,Very Good,I,SI2,63.1,58.0,5.15,5.19,3.26,1041
0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98,945
1.01,Ideal,G,VS2,62.7,56.0,6.43,6.39,4.02,6108
1.0,Premium,G,VS1,62.4,62.0,6.37,6.33,3.96,6290
0.6,Ideal,G,VS2,62.0,54.0,5.43,5.47,3.38,1861
0.24,Very Good,E,SI1,59.9,58.0,4.06,4.1,2.44,571
